CodeName,ThemeNumber,ThemeName,FirstTenNotes,StartTime,Bookmark
"BeetPianoConc5M3",3,"The piano plays the main tune of theme B in this rondo movement.","G E C B A AbAbG G G G C",67,"C"
"BeetPrometheusOverture",1,"Slow introduction","G C D E D C D F F E",0,"C"
"BeetPrometheusOverture",2,"Fast energetic high passage in the dominant key, G.","D G B D D C B C A F#A C E",122,"C"
"BeetQuartetOp127M1",1,"First theme","A D B G C A G F F E F G",0,"C"
"BeetQuartetOp127M1",2,"Second theme","C B A G#B F E D D C",301,"C"
"BeetQuartetOp127M2",1,"Main theme","G A B C D E F G A A G F",0,"C"
"BeetQuartetOp127M3",1,"Main theme","G A C B B C E D D E G F#",0,"C"
"BeetQuartetOp127M4",1,"First theme","C G E C F C G E C F#G A F",0,"C"
"BeetQuartetOp127M4",2,"Second theme","G G G G G A B C B E D C",62,"C"
"BeetQuartetOp18No1M1",1,"First theme","F G F E F C F G F E F D",0,"C"
"BeetQuartetOp18No1M1",2,"Second theme","A A C BbG F E BbBbD C A G",45,"C"
"BeetQuartetOp18No1M2",1,"Main tune","A D E F E D D E D C#D F E D",0,"C"
"BeetQuartetOp18No1M3",1,"Main theme","F E F#G F#AbA B C D E",0,"C"
"BeetQuartetOp18No1M4",1,"Blindingly fast main theme","F E F G F E D C BbA G F E",0,"C"
"BeetQuartetOp18No2M1",1,"First theme","D B C B C D E F#G D B C",0,"C"
"BeetQuartetOp18No2M1",2,"Second theme","A F#E A G F#E D E A",50,"C"
"BeetQuartetOp18No2M2",1,"First theme is slow and lyrical","G C G E C C B C E D",0,"C"
"BeetQuartetOp18No2M2",2,"Second theme is much livelier","C C BbA D BbBbA G C",151,"C"
"BeetQuartetOp18No2M3",1,"First theme - scherzo","D D B G D D B G B B G F#",0,"C"
"BeetQuartetOp18No2M3",2,"Second theme - trio","G C D D D C D E E E D E F",112,"C"
"BeetQuartetOp18No2M4",1,"First theme","D G B A G F#G A B C",0,"C"
"BeetQuartetOp18No2M4",2,"Second theme","BbA AbA F E E F G A Bb",71,"C"
"BeetQuartetOp59No3M1",1,"Main theme, after slow introduction.","E F D E G F D E E D B C",0,"C"
"BeetQuartetOp59No3M2",1,"Main theme","E A B C B A AbF E D C B A",0,"C"
"BeetQuartetOp59No3M3",1,"Main theme","C B C D E F E D A G F#G",0,"C"
"BeetQuartetOp59No3M4",1,"Main theme","G G A G F E D F G F E D C",0,"C"
"BeetSonata01M1",1,"First theme","E A C E A C B A AbA",0,"C"
"BeetSonata01M1",2,"Second theme","F E D B AbF E A E E",26,"C"
"BeetSonata01M2",1,"Main theme","C C A BbA G F F E C",0,"C"
"BeetSonata01M3",1,"The minuet is in the home key of F minor","AbBbG AbF F E F G BbAb",0,"C"
"BeetSonata01M3",2,"The trio is in the tonic major key of F major","C A G A F G A BbA Bb",85,"C"
"BeetSonata01M4",1,"First theme in the minor key (F minor)","F E F C C C F E F C C C",0,"C"
"BeetSonata01M4",2,"Second theme in the relative major key of Ab","EbAbC EbEbD EbF EbEb",140,"C"
"BeetSonata02M1",1,"first theme","C G G F E D C C A A",0,"C"
"BeetSonata02M1",2,"second theme","E EbE G E E F#E EbD",57,"C"
"BeetSonata02M2",1,"Main theme","E E E D E F E D E E E",0,"C"
"BeetSonata02M3",1,"First theme","A E C#A E C#A E C#A",0,"C"
"BeetSonata02M3",2,"Second theme, in the tonic minor","E C B A F E D C B A",99,"C"
"BeetSonata02M4",1,"First theme","A C#E A C#E A C#E A",0,"C"
"BeetSonata02M4",2,"Second theme, tonic minor","A BbB C C#D EbE F E A",112,"C"
"BeetSonata8Op13M1",1,"This introduction, marked Grave, is extraordinarily dramatic and sombre.","C C D EbEbD F F G Ab",0,"L"
"BeetSonata8Op13M1",2,"This is the main theme of this sonata, played extremely fast, at an enormous contrast to the slow introduction.","C E F G AbB C C E F",93,"C"
"BeetSonata8Op13M1",3,"This is the sub theme of the 1st movement, a happier mood prevailing as Beethoven moves through major keys of Db then Eb.","E A B C E A B C A C",125,"C"
"BeetSonata8Op13M2",1,"First theme, a well-loved peaceful tune in Ab major.","E D G F E G C D G AbA",0,"C"
"BeetSonata8Op13M2",2,"Second theme switches into Ab minor.","E A C B A AbD A C B A",148,"C"
"BeetSonata8Op13M3",1,"First theme returns to the home key of C minor.","G C D Eb F D EbC C B C D",0,"C"
"BeetSonata8Op13M3",2,"The second theme is a more cheerful scale passage tune in Eb major","E G G A B C D E F D F E D C",28,"C"
"BeetSonata8Op13M3",3,"The third theme is a bold tune in Bb.","C G G G G C C BbB C",50,"C"
"BeetSonataGM1",1,"Piano Sonata in G Opus 49 No 2","G D G B D C A G G F#",0,"C"
"BeetSonataGM1",2,"This is the 2nd theme of the exposition, which has modulated to the dominant key of D major. It last 32 bars, ending in D major.","A A A D C#D E G F# E",29,"C"
"BeetSonataGM2",1,"Main theme, a leisurely tune in triple time.","G F#F#F#G G G B D E D",0,"C"
"BeetSonataGMinorMovt1",1,"Piano Sonata in G minor Op 49 No 1, 1st Movt.","E C A AbA D C A AbA",0,"C"
"BeetSonataGMinorMovt1",2,"This 2nd theme is in the relative major key of Bb, and brings the exposition to a close, after it has been repeated.","F B B B C E G G F B",28,"C"
"BeetSonataMoonlightM1",1,"This triplet figure sets the mood and forms the accompaniment.","G C EbG C EbG C EbG",0,"L"
"BeetSonataMoonlightM1",2,"This is the main theme, heard above the triplet accompaniment pattern.","E E E E E E F E D G",22,"C"
"BeetSonataMoonlightM2",1,"First theme","C B A D C B A G F E D G",0,"C"
"BeetSonataMoonlightM2",2,"Second theme","E F D B G C E E F F",47,"C"
"BeetSonataMoonlightM3",1,"A fast and furious arpeggio passage opens this movement","G C EbG C EbG C EbG C",0,"C"
"BeetSonataMoonlightM3",2,"Second theme","D BbG G F#F#D F#A G",31,"C"
"BeetStringQuartetOp59No2M1",1,"String Quartet No 8 in E minor Op 59 No 2 "Rasoumovsky" 1st Movt","E B G B C A F#EbB E",0,"C"
"BeetStringQuartetOp59No2M2",1,"String Quartet No 8 in E Minor Op 59 No 2 "Rasoumovsky" 2nd Movt","C B D C F E G F E D ",0,"C"
"BeetStringQuartetOp59No2M3",1,"String Quartet No 8 in E Minor Op 59 No 2 "Rasoumovsky" 3rd Movt","A E A C B AbE E F D ",0,"C"
"BeetStringQuartetOp59No2M3",2,"The 2nd theme switches into the tonic major key of E major.","C G C D E E E G F E D C",108,"C"
"BeetStringQuartetOp59No2M4",1,"String Quartet No 8 in E Minor Op 59 no 2 "Rasoumovsky" 4th Movt","F G A G F D C F G A",0,"C"
"BeetSym1M1",1,"Slow introduction to 1st movement","E F B C  F#F#F#G AbA",0,"C"
"BeetSym1M1",2,"Faster principal theme of 1st movement","C G B C G B C C G B",89,"C"
"BeetSym1M1",3,"Second theme","C E G F E D C B D F",112,"C"
"BeetSym1M1",4,"Third theme, modulating into the dominant.","D G F#E D C B A G A F#",134,"C"
"BeetSym1M2",1,"Graceful tranquil first theme, with canonical entries.","G C C C E E E F F E ",0,"C"
"BeetSym1M2",2,"Second theme continues the pastoral flavour but modulating into the dominant C major.","G E E F A F D D E G E C",53,"C"
"BeetSym1M2",3,"Third theme, with lively triplet figures.","F A G F E D C B D C E D C",109,"C"
"BeetSym1M3",1,"First theme, very fast, definitely a scherzo even though marked menuetto.","G A B C D E E F#G Ab",0,"C"
"BeetSym1M3",2,"Second theme on oboes alternating with violins.","G E E E E E E E E E C G",90,"C"
"BeetSym1M4",1,"Very lively first theme","G A B C D E F G G E",0,"C"
"BeetSym1M4",2,"Second theme modulates into the dominant, G major.","D G F#F#A G G B A F#D C B",70,"C"
"BeetSym2M1",1,"Slow intro to 1st movt","C C E D C C B C#D E F",0,"C"
"BeetSym2M1",2,"First principal theme","C C B C D E E D E F ",191,"C"
"BeetSym2M1",3,"second main theme","E G C E E F G G G A G E",246,"C"
"BeetSym2M2",1,"first theme","G C D E E G F E D G ",0,"C"
"BeetSym2M2",2,"2nd theme","C G G F G AbA C A Ab A",44,"C"
"BeetSym2M2",3,"3rd theme","G G C E C B D F G G D F",89,"C"
"BeetSym2M2",4,"4th theme","G G A G F F E G E C C B",125,"C"
"BeetSym2M2",5,"5th theme","G A G F#G E C G G A G F#",212,"C"
"BeetSym2M3",1,"first theme -Scherzo (Haydn would have called it a minuet)","C E F G D F G A D E F",0,"C"
"BeetSym2M3",2,"second theme - trio.","C D E F G F E D E F G",102,"C"
"BeetSym2M4",1,"First theme","E F B B A B D G G G",0,"C"
"BeetSym2M4",2,"second theme","G A B C C C B A G C C C B",21,"C"
"BeetSym2M4",3,"third theme","D B G D C A D B G",44,"C"
"BeetSym3M1",1,"First theme, introduced by the cellos.","C E C G C E G C B Bb",0,"C"
"BeetSym3M1",2,"Second theme, thrown from oboes to clarinets, to flutes, and to first violins.","E D C#D C A C A F#A",62,"C"
"BeetSym3M1",3,"Third theme, started on clarinets and taken up by the oboes.","B C D E F#G G A B C",77,"C"
"BeetSym3M2",1,"The solemn C minor theme of the 2nd Movt is a funeral march.","E E E A AbA B C A E",0,"C"
"BeetSym3M2",2,"The 2nd theme is in Eb major, on the first violins, continuing the solemn and sombre atmosphere of this movement.","G C B A G G A B C D",67,"C"
"BeetSym3M3",1,"The 'minuet' part of this fast scherzo - part A","G G A G A G A G A G A G",0,"C"
"BeetSym3M3",2,"After the alternating notes, theme B arrives","G G G G G G G A G F#E D",4,"C"
"BeetSym3M3",3,"The trio part of this scherzo played on the horns.","G G C C E E G G E C E D",152,"C"
"BeetSym3M4",1,"First main theme, pizzicato strings, will be bass for next theme.","C G G C C B C C#D B",0,"W"
"BeetSym3M4",2,"Second theme, on oboes, then picked up by first violins, in counterpoint with theme 1","C E C B D F D C E G",117,"C"
"BeetSym4M1",1,"Introduction, adagio, pianissimo and sombre in Bb minor, on strings, with chordal woodwinds.","BbF#EbF C#EbC C#BbF#",0,"C"
"BeetSym4M1",2,"A contasting allegro vivace with a burst on the violins.","A BbC D BbF BbD F Bb",188,"C"
"BeetSym4M1",3,"The bassoons introduce this new tune in F minor","C AbBbG F C F G AbBb",244,"C"
"BeetSym4M1",4,"This new bright tune starts on the clarinet and is thrown around the woodwinds.","A BbC C F G A F A Bb",276,"C"
"BeetSym4M2",1,"After a one bar rhythmic introduction by the 2nd violins, the first violins play this graceful tune.","C B A G F E F D C B",0,"C"
"BeetSym4M3",1,"The first violins play this tune at a ripping pace, 100 dotted minims per minute!","G C G E C G E G F D",0,"C"
"BeetSym4M3",2,"This is the main theme of the trio, woodwinds alternating with violins.","C E C D F D D F A F",113,"C"
"BeetSym4M4",1,"A brisk violin passage starts the 4th movement.","C B C E G A B C D C#",0,"C"
"BeetSym4M4",2,"Violins also play this 2nd tune, echoed almost immediately by the woodwinds.","C A G E D D D",9,"C"
"BeetSym5M1",1,"Symphony No 5 in C minor, Op 67 1st Movement","E E E C D D D B C C ",0,"L"
"BeetSym5M1",2,"This variation on the opening "fate motif" is played by the French Horns.","G G G C D G",49,"L"
"BeetSym5M1",3,"This is the true second theme","G C B C D A A G",52,"C"
"BeetSym5M2",1,"First theme, a lovely melody on the violas and cellos.","G C E E D C E A C#D ",0,"W"
"BeetSym5M2",2,"Second theme,firstly quietly on clarinets and bassoons, then triumphantly in C major by the full orchestra.","G B C C D E C D E E F G",59,"C"
"BeetSym5M3",1,"First theme, pianisssimo on cellos and basses.","E A C E A C B EbE E",0,"C"
"BeetSym5M3",2,"Second theme, 12 repeated notes, forte, on the horns, but the harmony by the strings modulates from C minor to Eb major..","E E E E E E E E E E E E G F E D",22,"C"
"BeetSym5M3",3,"Third theme, (the 'trio') in C major, starts with an energetic quaver passage on cellos and basses.","C B C D G A B C B C D E F G",111,"C"
"BeetSym5M4",1,"This 4th movement starts with a blazing fortissimo tutti, in C major, with powerful but simple tonic/dominant chords.","C E G F E D C D C C",0,"C"
"BeetSym5M4",2,"The 2nd theme is stated on the woodwinds with the French Horns, still in Beethoven's characteristic bold dominant-tonic fashion.","C G E D C D D G F E",36,"W"
"BeetSym5M4",3,"The 3rd theme, on strings, employs ascending triplet patterns, in the modulated key of G major.","A B C D B C D E E F#G",62,"C"
"BeetSym5M4",4,"the 4th theme is in the dominant key of G, played by the clarinets and bassoons.","G F#E D D D G F#E D D D C",90,"C"
"BeetSym5M4",5,"The 5th theme is introduced forte on the bassoons, then taken up piano by the horns.","G C G E D C G E C G E D C G",404,"C"
"BeetSym6M1",1,"Happy feelings are expressed in this first theme, first violins, then conversing with 2nd violins.","E F A G F E D G C D",0,"C"
"BeetSym6M1",2,"Second theme, first then second violins playing broken dominant and tonic chords, having modulated into the dominant.","G F D B G D B G A G E C",75,"C"
"BeetSym6M1",3,"Third theme, still violins,  forte, still in the dominant key of C major.","G A B C B A G A B C B A G",103,"C"
"BeetSym6M1",4,"Fourth theme,  woodwinds, piano,  still in the dominant key of C major.","C B A G F E E D C D E",116,"C"
"BeetSym6M2",1,"Upper first theme, on first violins","C C D E D D C C D E ",0,"C"
"BeetSym6M2",2,"Lower first theme, simultaneous with upper theme, played by 2nd violins.","C G G A G G F E E D",0,"C"
"BeetSym6M2",3,"Second theme","G F E D D F A G A B C",25,"C"
"BeetSym6M2",4,"Third theme","C C B A G G A B C D E G",71,"C"
"BeetSym6M2",5,"Fourth theme on violas, a tune that seems to go round and round.","A G A B A B C G A",182,"C"
"BeetSym6M3",1,"First theme on strings, a brisk scherzo tune in 3/4 time.","C F C D C A BbA F G",0,"C"
"BeetSym6M3",2,"The second theme flows more smoothly, but still at an enegetic pace, and in a very distant key.","E A C#E C#C#E AbA F#",6,"C"
"BeetSym6M3",3,"the third theme","A G F E D C E F G A G",38,"C"
"BeetSym6M3",4,"Fourth theme","A C A F E F G F G A G F G A BbA BbC",57,"C"
"BeetSym6M4",1,"There's a storm brewing! Pianissimo 2nd violins start this tune against a backdrop of cellos and basses playing threatening semi-quaver tremoloes deep down.","G A G F E D C B C D",0,"C"
"BeetSym6M4",2,"The 1st violins start this fragmentary theme, which conveys a sense of alarm with its emphasis on diminished 5ths.","B F E B F E C#D E F",3,"C"
"BeetSym6M4",3,"By the time this bold diatonic tune in F minor appears, the storm has reached its climax, and the orchestral tutti are all in full fortissimo.","C G AbE F C C#C C Bb",46,"C"
"BeetSym6M5",1,"Peace has returned to the countryside after the storms, and the pastoral mood is captured by this incredibly simple but memorable tune exploring the notes of the tonic, dominant and subdominant triads.","E C G E C G C E G E ",0,"W"
"BeetSym6M5",2,"Second theme, another peaceful pastoral tune.","C C F C G C A C BbG E",59,"C"
"BeetSym7M1",1,"This is the slow introduction to the first movement. The tune on the oboe is punctuated by massive chords on the strings.","C G E A G A G G A G ",0,"C"
"BeetSym7M1",2,"This is a continuation of the slow introduction, with a new tune on the oboe.","BbAbG AbBbAbG BbBbEb",96,"C"
"BeetSym7M1",3,"This cheerful vivace theme on flutes is preceded by an opening passage of repeated dotted quavers which set the rhythm. The violins take it up fortissimo.","E D C#D F#AbA A A B",268,"C"
"BeetSym7M1",4,"This jolly 6/8 tune on the violins continues the Sicilian flavour.","C D E E E F#E EbB B ",324,"C"
"BeetSym7M1",5,"This heroic new theme played by the strings with enthusiastic bursts from the horns, takes us to new heights of satisfaction, contentment and gaiety.","B B E E E EbA AbAbC#",597,"C"
"BeetSym7M2",1,"Theme 1. These starting repeated low notes on the viola are underlaid by the cello with some chordal variations.","E E E E E E E E E E ",0,"C"
"BeetSym7M2",2,"Theme 2. The viola then climbs a little with a sombre tune in A minor.","G G A B B F#F#AbA A",19,"C"
"BeetSym7M2",3,"Theme 3. Violas and cellos play this sad tune in unison, against the 2nd violins who take up theme 2.","C B B C D C B B C C",51,"C"
"BeetSym7M2",4,"This section in which the clarinets introduce a new theme, is a little brighter.","G E C E E D C B C D ",196,"C"
"BeetSym7M3",1,"This presto scherzo movement opens with this theme played by energetic strings and woodwinds.","C E C E G E G C C B A",0,"C"
"BeetSym7M3",2,"The 'trio' of the 3rd movement, played on clarinets, is marked 'assai meno presto'.","C B C C B C C D E F ",86,"C"
"BeetSym7M4",1,"This very busy tune on the strings is preceded by 4 bars of huge tutti chords.","D D E G F E D E E F",0,"C"
"BeetSym7M4",2,"This grand tune played by all is dominated by the brass.","E D C E D C D C G G ",34,"C"
"BeetSym8M1",1,"First theme","G E F G E C G C C B ",0,"C"
"BeetSym8M1",2,"Second theme","E C C F C C A C B G",17,"C"
"BeetSym8M1",3,"Third theme","G G A B C G G B C D",46,"C"
"BeetSym8M1",4,"Fourth theme","E E D F F E A A G A A G",84,"C"
"BeetSym8M1",5,"Fifth theme","G F#G F E D C B C D E F A G F",88,"C"
"BeetSym8M2",1,"First theme","E G F E G F E G F D D C C D",0,"C"
"BeetSym8M2",2,"Second theme","A C BbG A F G E C E F A C A",52,"C"
"BeetSym8M2",3,"Third theme","C F E D C BbA C A F E E",80,"C"
"BeetSym8M3",1,"Tutti main theme led by violins","A C BbG E G F A F C",0,"C"
"BeetSym8M3",2,"The 'trio' of the scherzo movement is led by the french horns.","C D E F G A A G F F A C",127,"C"
"BeetSym8M4",1,"This very lively triplet theme is played by the violins.","A A A A A A A BbG A",0,"C"
"BeetSym8M4",2,"Second theme","F E E D D C C BbBbA G F#",3,"C"
"BeetSym8M4",3,"A more leisurely theme forms a contrast","AbEbF F BbBbC C#EbC",41,"C"
"BeetSym8M4",4,"Fourth theme","E E D E F F E F#G G F G A",59,"C"
"BeetSym9M1",1,"This is an incredibly dramatic opening theme, firmly establishing the D minor tonality.","A E C A E C E C A C ",0,"W"
"BeetSym9M1",2,"Second theme","EbF G G F EbEbD C D",107,"C"
"BeetSym9M1",3,"Third theme","D G F BbA EbC G F",117,"C"
"BeetSym9M1",4,"Fourth theme","F E E F G F#F#G G A Bb",152,"C"
"BeetSym9M2",1,"First theme","A A A D E F E F G F",0,"C"
"BeetSym9M2",2,"Second theme","C D E F E D C D B E",46,"C"
"BeetSym9M2",3,"Third theme, on horns.","C D E F G F F E E D C",291,"C"
"BeetSym9M2",4,"Fourth theme, on violins in counterpoint with horns theme 3.","C B C A G F E D C BbA",318,"C"
"BeetSym9M3",1,"theme 1","E B C G F E G C D E ",0,"C"
"BeetSym9M3",2,"Theme 2 is a flowing tune on the violins.","F#E E F#G E G F#F#G",143,"C"
"BeetSym9M4",1,"Dramatic introduction to the 4th movement.","F E E A A C C E E A ",0,"C"
"BeetSym9M4",2," 'Ode to Joy' theme, introduced pianissimo by the double basses.","E F G G F E D C D E ",186,"W"
"BeetSym9M4",3,"The men's voices introduce this third theme.","G G F#D E E D B C C B G",867,"C"
"BeetSym9M4",4,"Fourth theme, a vocal quartet.","E F G E F F F F F E E",1202,"C"
"BeetSym9M4",5,"Fifth theme, the orchestra starts its build-up for the climax of the work.","C C B G D D C#A D E F F#G",1337,"C"
"BeetSym9M4",6,"Ode to Joy theme, by violins,  in mid phrase, where the first note is repeated as a syncopated tie over a bar-line.","E E F G G F E D C D E",287,"C"
"BeetSym9M4",7,"Ode to Joy theme, as introduced by the bass solo, with minims replaced by 2 crotchets in two places to fit the words..","E E F G G F E D C C D E",450,"C"
"BeetViolinConcM1",1,"Theme 1. This tune is quietly played by the oboes, clarinets and bassoons, then taken up later by the strings.","G A G F E D C B C D ",0,"C"
"BeetViolinConcM1",2,"Theme 2, introduced by the woodwinds. This is the best-known tune from Beethoven's violin concerto.","E F G A B C G F E D ",94,"C"
"BeetViolinConcM1",3,"Violin solo entrance. The soloist has a very long wait before playing this fairly dramatic opening theme.","A C#E G A C#E G F#E D",196,"C"
"BeetViolinConcM1",4,"The soloist plays this tune in a very high register. It is a variation on theme 1 introduced at the start by the orchestra.","A B A G F#G F#E F#E D",231,"C"
"BeetViolinConcM1",5," At long last the soloist gets a chance to play the most recognizable tune from this movement, theme 2, which was introduced by the orchestra at bar 43.","B C D E F#G D E C A ",330,"L"
"BeetViolinConcM2",1,"Violin Concerto 2nd Movt","C C D E C C D E E E ",0,"C"
"BeetViolinConcM3",1,"Violin Concerto 3rd Movt","C G C E G C G C E G ",0,"W"
"BeetViolinRomance1",1,"The beautiful main theme on the violin.","G F#G A B D C B A  B B B E",0,"W"
"BeetViolinRomance2",1,"Violin Romance No 2 in F Op 50","C E D F D C B D B G G C",0,"C"
"BeetViolinSonata2M1",1,"Main theme","EbE C C#AbA EbE EbE C C#",0,"C"
"BeetViolinSonata2M2",1,"main theme","C B A AbA B A C B D C E",0,"C"
"BeetViolinSonata2M3",1,"Main theme","G C E E D C B C D",0,"C"
"BeetViolinSonata5M1",1,"Violin Sonata No 5 in F Op 24 "Spring" 1st Movt - Allegro","E D C B C D C B A G ",0,"W"
"BeetViolinSonata5M2",1,"Violin Sonata No 5 in F Op 24 "Spring" 2nd Movt - Adagio","D EbD C D BbF BbBbBb",0,"C"
"BeetViolinSonata5M3",1,"Violin Sonata No 5 in F Op 24 "Spring" 3rd Movt - Scherzo","E F G G G A G F E D ",0,"C"
"BeetViolinSonata5M4",1,"Violin Sonata No 5 in F Op 24 "Spring" 4th Movt - Rondo","G F#G A G F E E E E ",0,"C"
